Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,session_id,event_time,event_type,product_id,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
high-end meat and seafood connoisseur,"[209258926720, datetime.datetime(2024, 3, 1, 10, 9, 28, 88000), 'load', '私房麻油粉肝']","[209258926720, datetime.datetime(2024, 3, 1, 10, 18, 36, 879000), 'purchase', '私房麻油粉肝']","[209258926720, datetime.datetime(2024, 3, 1, 10, 18, 36, 879000), 'purchase', '黃金香酥旗魚塊']","[209258926720, datetime.datetime(2024, 3, 1, 10, 18, 36, 879000), 'purchase', '香酥雞腿排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[208522465148, datetime.datetime(2024, 2, 21, 21, 35, 32, 549000), 'load', '聖凱招牌牛肉麵3入自由選']","[208522465148, datetime.datetime(2024, 2, 21, 21, 36, 52, 473000), 'load', '聖凱招牌牛肉麵6入自由選']","[208522465148, datetime.datetime(2024, 2, 21, 21, 37, 3, 378000), 'load', '聖凱招牌牛肉麵6入自由選']","[208522465148, datetime.datetime(2024, 2, 21, 21, 40, 7, 197000), 'load', '私房紅燒香滷牛筋']","[208522465148, datetime.datetime(2024, 2, 21, 21, 41, 31, 582000), 'load', '一休精選 鮮蔬即食麵12入']","[208522465148, datetime.datetime(2024, 2, 21, 21, 42, 37, 950000), 'load', '新興461-韓式泡菜軟骨肉']","[208522465148, datetime.datetime(2024, 2, 21, 21, 43, 48, 134000), 'load', '脆筍酸菜鴨']","[208522465148, datetime.datetime(2024, 2, 21, 21, 44, 58, 369000), 'load', '一休精選 濃湯6入自由選']","[208522465148, datetime.datetime(2024, 2, 21, 21, 45, 49, 886000), 'load', '日本A5和牛漢堡排(2入)']","[208522465148, datetime.datetime(2024, 2, 21, 21, 48, 19, 489000), 'load', '一休精選 優鮮千張餃6入任選']","[208522465148, datetime.datetime(2024, 2, 21, 21, 48, 33, 697000), 'load', '黃金手工月亮蝦餅']","[208522465148, datetime.datetime(2024, 2, 21, 21, 53, 15, 9000), 'purchase', '豪氣食堂台式芋頭炊粉湯']","[208522465148, datetime.datetime(2024, 2, 21, 21, 53, 15, 9000), 'purchase', '日本A5和牛漢堡排(2入)']","[208522465148, datetime.datetime(2024, 2, 21, 21, 53, 15, 9000), 'purchase', '黃金手工月亮蝦餅']","[208522465148, datetime.datetime(2024, 2, 21, 21, 53, 15, 9000), 'purchase', '一休精選 濃湯6入自由選']","[208522465148, datetime.datetime(2024, 2, 21, 21, 53, 15, 9000), 'purchase', '聖凱招牌牛肉麵6入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[199927234718, datetime.datetime(2023, 11, 14, 10, 0, 47, 415000), 'load', '金目鱸魚清肉排']","[199927234718, datetime.datetime(2023, 11, 14, 10, 4, 43, 104000), 'load', '老饕挪威薄鹽鯖魚']","[199927234718, datetime.datetime(2023, 11, 14, 10, 6, 9, 526000), 'load', '台灣薄鹽鯖魚']","[199927234718, datetime.datetime(2023, 11, 14, 10, 7, 6, 757000), 'load', '鮮凍智利鮭魚']","[199927234718, datetime.datetime(2023, 11, 14, 10, 8, 52, 63000), 'load', '鮮凍智利鮭魚']","[199927234718, datetime.datetime(2023, 11, 14, 10, 17, 22, 689000), 'load', '台南無刺虱目魚肚']","[199927234718, datetime.datetime(2023, 11, 14, 10, 28, 20, 773000), 'purchase', '金目鱸魚清肉排']","[199927234718, datetime.datetime(2023, 11, 14, 10, 28, 20, 773000), 'purchase', '老饕挪威薄鹽鯖魚']","[199927234718, datetime.datetime(2023, 11, 14, 10, 28, 20, 773000), 'purchase', '台南無刺虱目魚肚']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal fruit and vegetable buyer,"[209965663215, datetime.datetime(2024, 3, 9, 14, 27, 44, 367000), 'load', '泰國進口冷凍山竹']","[209965663215, datetime.datetime(2024, 3, 9, 14, 49, 25, 722000), 'load', '泰國進口冷凍山竹']","[209965663215, datetime.datetime(2024, 3, 9, 14, 49, 55, 730000), 'load', '泰國進口冷凍山竹']","[209965663215, datetime.datetime(2024, 3, 9, 14, 52, 21, 660000), 'purchase', '泰國進口冷凍山竹']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal fruit and vegetable buyer,"[204259929806, datetime.datetime(2024, 1, 3, 13, 32, 12, 609000), 'load', '甜蜜蜜砂糖橘']","[204259929806, datetime.datetime(2024, 1, 3, 13, 38, 10, 119000), 'purchase', '甜蜜蜜砂糖橘']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[204982918574, datetime.datetime(2024, 1, 11, 22, 21, 59, 222000), 'load', '日式梅花燒肉片']","[204982918574, datetime.datetime(2024, 1, 11, 22, 29, 26, 464000), 'load', '日式梅花燒肉片']","[204982918574, datetime.datetime(2024, 1, 11, 22, 31, 46, 48000), 'load', '日式梅花燒肉片']","[204982918574, datetime.datetime(2024, 1, 11, 22, 38, 9, 594000), 'purchase', '日式梅花燒肉片']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
community event shopper,"[204731850781, datetime.datetime(2024, 1, 9, 0, 37, 33, 678000), 'load', '喜迎春富賀歲宴']","[204731850781, datetime.datetime(2024, 1, 9, 0, 42, 4, 617000), 'purchase', '喜迎春富賀歲宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal fruit and vegetable buyer,"[204677137665, datetime.datetime(2024, 1, 8, 9, 26, 37, 610000), 'load', '鮮採蜜風鈴蓮霧']","[204677137665, datetime.datetime(2024, 1, 8, 9, 28, 58, 549000), 'purchase', '鮮採蜜風鈴蓮霧']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[200148443446, datetime.datetime(2023, 11, 16, 23, 27, 25, 10000), 'load', '招牌紅燒牛肉湯']","[200148443446, datetime.datetime(2023, 11, 16, 23, 28, 21, 876000), 'load', '醬漬一口鮑單入自由選']","[200148443446, datetime.datetime(2023, 11, 16, 23, 28, 36, 138000), 'load', '招牌紅燒牛肉湯']","[200148443446, datetime.datetime(2023, 11, 16, 23, 31, 7, 848000), 'purchase', '招牌紅燒牛肉湯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[209641616743, datetime.datetime(2024, 3, 5, 20, 26, 59, 569000), 'load', '美國安格斯帶骨牛小排']","[209641616743, datetime.datetime(2024, 3, 5, 20, 33, 8, 241000), 'purchase', '美國安格斯帶骨牛小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end meat and seafood connoisseur,"[204424060534, datetime.datetime(2024, 1, 5, 11, 8, 4, 184000), 'load', '日式梅花燒肉片']","[204424060534, datetime.datetime(2024, 1, 5, 11, 8, 58, 797000), 'load', '西班牙手切伊比利松阪豬']","[204424060534, datetime.datetime(2024, 1, 5, 11, 10, 37, 612000), 'load', '聖凱招牌牛肉麵6入自由選']","[204424060534, datetime.datetime(2024, 1, 5, 11, 11, 15, 759000), 'load', '嫩煎古早味鐵路排骨']","[204424060534, datetime.datetime(2024, 1, 5, 11, 14, 1, 550000), 'load', '極品無骨嫩豬排5入自由選']","[204424060534, datetime.datetime(2024, 1, 5, 11, 15, 45, 984000), 'load', '黃金手工月亮蝦餅']","[204424060534, datetime.datetime(2024, 1, 5, 11, 27, 23, 471000), 'load', '特選鮮採大湖草莓']","[204424060534, datetime.datetime(2024, 1, 5, 11, 27, 40, 565000), 'load', '【限量特賣】古早味豬肉']","[204424060534, datetime.datetime(2024, 1, 5, 11, 29, 41, 262000), 'purchase', '日式梅花燒肉片']","[204424060534, datetime.datetime(2024, 1, 5, 11, 29, 41, 262000), 'purchase', '嫩煎古早味鐵路排骨']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
