Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,session_id,event_time,event_type,product_id,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
meat and seafood combo shopper,"[210853062964, datetime.datetime(2024, 3, 19, 20, 58, 6, 510000), 'load', '日式鮮嫩蒲燒鰻']","[210853062964, datetime.datetime(2024, 3, 19, 21, 13, 14, 804000), 'purchase', '日式鮮嫩蒲燒鰻']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese specialty enthusiast,"[200408418674, datetime.datetime(2023, 11, 19, 23, 40, 19, 370000), 'load', '冰釀情人果冰']","[200408418674, datetime.datetime(2023, 11, 19, 23, 41, 49, 726000), 'load', '冰釀情人果冰']","[200408418674, datetime.datetime(2023, 11, 19, 23, 46, 43, 349000), 'load', '三文治冰淇淋單入自由選']","[200408418674, datetime.datetime(2023, 11, 19, 23, 49, 45, 977000), 'load', '台東鮮凍鳳梨釋迦冰']","[200408418674, datetime.datetime(2023, 11, 19, 23, 55, 35, 270000), 'purchase', '冰釀情人果冰']","[200408418674, datetime.datetime(2023, 11, 19, 23, 55, 35, 270000), 'purchase', '台東鮮凍鳳梨釋迦冰']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snack and convenience food shopper,"[206542096363, datetime.datetime(2024, 1, 29, 23, 30, 47, 671000), 'load', '巨無霸牛排']","[206542096363, datetime.datetime(2024, 1, 29, 23, 31, 55, 542000), 'load', '蘿蔔糕/芋頭糕6入自由選']","[206542096363, datetime.datetime(2024, 1, 29, 23, 32, 52, 519000), 'load', '義式莫札瑞拉香濃起士棒']","[206542096363, datetime.datetime(2024, 1, 29, 23, 33, 59, 917000), 'load', '蘿蔔糕/芋頭糕單入自由選']","[206542096363, datetime.datetime(2024, 1, 29, 23, 37, 23, 241000), 'load', '食之香-蔥抓餅20入自由選']","[206542096363, datetime.datetime(2024, 1, 29, 23, 39, 36, 595000), 'load', '巨無霸霜降牛排16oz']","[206542096363, datetime.datetime(2024, 1, 29, 23, 55, 3, 470000), 'purchase', '巨無霸牛排']","[206542096363, datetime.datetime(2024, 1, 29, 23, 55, 3, 470000), 'purchase', '巨無霸霜降牛排16oz']","[206542096363, datetime.datetime(2024, 1, 29, 23, 55, 3, 470000), 'purchase', '蘿蔔糕/芋頭糕單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[206841322281, datetime.datetime(2024, 2, 2, 10, 35, 24, 575000), 'load', '醬漬一口鮑單入自由選']","[206841322281, datetime.datetime(2024, 2, 2, 10, 36, 35, 524000), 'load', '日本A5和牛漢堡排(2入)']","[206841322281, datetime.datetime(2024, 2, 2, 10, 40, 13, 435000), 'load', '爆汁雞肉捲']","[206841322281, datetime.datetime(2024, 2, 2, 10, 44, 33, 890000), 'load', '日本A5和牛漢堡排(2入)']","[206841322281, datetime.datetime(2024, 2, 2, 10, 47, 55, 517000), 'load', '特選鮮採大湖草莓']","[206841322281, datetime.datetime(2024, 2, 2, 10, 53, 21, 159000), 'load', '招牌蒜香羊肉']","[206841322281, datetime.datetime(2024, 2, 2, 10, 53, 55, 77000), 'load', '韓式辣肉燥拌醬']","[206841322281, datetime.datetime(2024, 2, 2, 10, 55, 22, 445000), 'load', '晏慈推薦!調味雞腿排免運組']","[206841322281, datetime.datetime(2024, 2, 2, 10, 58, 41, 913000), 'load', '特選鮮採大湖草莓']","[206841322281, datetime.datetime(2024, 2, 2, 11, 1, 53, 877000), 'load', '金目鱸魚清肉排']","[206841322281, datetime.datetime(2024, 2, 2, 11, 24, 29, 241000), 'purchase', '日本A5和牛漢堡排(2入)']","[206841322281, datetime.datetime(2024, 2, 2, 11, 24, 29, 241000), 'purchase', '爆汁雞肉捲']","[206841322281, datetime.datetime(2024, 2, 2, 11, 24, 29, 241000), 'purchase', '舒肥櫻桃嫩鴨胸']","[206841322281, datetime.datetime(2024, 2, 2, 11, 24, 29, 241000), 'purchase', '香酥雞腿排']","[206841322281, datetime.datetime(2024, 2, 2, 11, 24, 29, 241000), 'purchase', '厚切大比目魚(扁鱈)']","[206841322281, datetime.datetime(2024, 2, 2, 11, 24, 29, 241000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[204634567985, datetime.datetime(2024, 1, 7, 21, 36, 10, 479000), 'load', '鴻運納財迎春宴']","[204634567985, datetime.datetime(2024, 1, 7, 21, 36, 42, 796000), 'load', '美國安格斯帶骨牛小排']","[204634567985, datetime.datetime(2024, 1, 7, 21, 37, 33, 416000), 'load', '嫩煎古早味鐵路排骨']","[204634567985, datetime.datetime(2024, 1, 7, 21, 38, 5, 126000), 'load', '鴻運納財迎春宴']","[204634567985, datetime.datetime(2024, 1, 7, 21, 40, 35, 116000), 'purchase', '鴻運納財迎春宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[205307734025, datetime.datetime(2024, 1, 15, 16, 35, 35, 545000), 'load', '喜迎春富賀歲宴']","[205307734025, datetime.datetime(2024, 1, 15, 16, 38, 11, 185000), 'purchase', '喜迎春富賀歲宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[201863526592, datetime.datetime(2023, 12, 6, 19, 52, 8, 462000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[201863526592, datetime.datetime(2023, 12, 6, 19, 57, 31, 56000), 'purchase', '南方澳鮮撈無鹽鯖魚(2片)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort food lover,"[204200352139, datetime.datetime(2024, 1, 2, 21, 0, 20, 963000), 'load', '主廚私房港式豆鼓蒸排骨']","[204200352139, datetime.datetime(2024, 1, 2, 21, 1, 45, 112000), 'load', '手工黃金厚片青蔥餅']","[204200352139, datetime.datetime(2024, 1, 2, 21, 3, 25, 132000), 'load', '聖凱師麻辣椒香臭豆腐']","[204200352139, datetime.datetime(2024, 1, 2, 21, 10, 4, 54000), 'purchase', '主廚私房港式豆鼓蒸排骨']","[204200352139, datetime.datetime(2024, 1, 2, 21, 10, 4, 54000), 'purchase', '聖凱師麻辣椒香臭豆腐']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[205739188270, datetime.datetime(2024, 1, 20, 16, 26, 30, 526000), 'load', '冰鮮極品生魚片4入自由選']","[205739188270, datetime.datetime(2024, 1, 20, 16, 26, 37, 428000), 'load', '冰鮮極品生魚片4入自由選']","[205739188270, datetime.datetime(2024, 1, 20, 16, 27, 55, 451000), 'load', '鮮嫩去骨調味雞腿排8入選']","[205739188270, datetime.datetime(2024, 1, 20, 16, 30, 23, 720000), 'purchase', '鮮嫩去骨調味雞腿排自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort food lover,"[206454730780, datetime.datetime(2024, 1, 28, 23, 13, 51, 721000), 'load', '家庭號優鮮原味雞塊']","[206454730780, datetime.datetime(2024, 1, 28, 23, 18, 16, 721000), 'purchase', '家庭號優鮮原味雞塊']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[201220915662, datetime.datetime(2023, 11, 29, 9, 21, 56, 567000), 'load', '美澳紐超值福利牛肉']","[201220915662, datetime.datetime(2023, 11, 29, 9, 23, 32, 201000), 'load', '美澳紐超值福利牛肉']","[201220915662, datetime.datetime(2023, 11, 29, 9, 24, 18, 51000), 'load', '智利薄鹽鮭魚片']","[201220915662, datetime.datetime(2023, 11, 29, 9, 26, 31, 615000), 'load', '冰心地瓜6入任選']","[201220915662, datetime.datetime(2023, 11, 29, 9, 26, 50, 684000), 'load', '究好味菇菇米10入自由選']","[201220915662, datetime.datetime(2023, 11, 29, 9, 27, 13, 684000), 'load', '完熟黃金冰烤地瓜']","[201220915662, datetime.datetime(2023, 11, 29, 9, 27, 39, 648000), 'load', '享受藜麥自由選(12包入)']","[201220915662, datetime.datetime(2023, 11, 29, 9, 43, 38, 800000), 'purchase', '美澳紐超值福利牛肉']","[201220915662, datetime.datetime(2023, 11, 29, 9, 43, 38, 800000), 'purchase', '超大無毒白蝦仁 150g']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[210139858201, datetime.datetime(2024, 3, 11, 14, 58, 26, 624000), 'load', '美國安格斯帶骨牛小排']","[210139858201, datetime.datetime(2024, 3, 11, 15, 2, 9, 29000), 'purchase', '美國安格斯帶骨牛小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[205130297409, datetime.datetime(2024, 1, 13, 15, 18, 18, 853000), 'load', '醬漬一口鮑單入自由選']","[205130297409, datetime.datetime(2024, 1, 13, 15, 22, 54, 529000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[200226537724, datetime.datetime(2023, 11, 17, 21, 9, 21, 239000), 'load', '熟凍鮮紅蟳']","[200226537724, datetime.datetime(2023, 11, 17, 21, 26, 8, 61000), 'purchase', '熟凍鮮紅蟳']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[202378425127, datetime.datetime(2023, 12, 12, 18, 53, 46, 417000), 'load', '鮮採特選帝王柑']","[202378425127, datetime.datetime(2023, 12, 12, 18, 55, 5, 223000), 'purchase', '鮮採特選帝王柑']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[208267315652, datetime.datetime(2024, 2, 18, 22, 42, 34, 634000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[208267315652, datetime.datetime(2024, 2, 18, 22, 52, 48, 567000), 'load', '美國安格斯帶骨牛小排']","[208267315652, datetime.datetime(2024, 2, 18, 22, 56, 57, 261000), 'purchase', '美國安格斯帶骨牛小排']","[208267315652, datetime.datetime(2024, 2, 18, 22, 56, 57, 261000), 'purchase', '蒜香鹽酥杏鮑菇']","[208267315652, datetime.datetime(2024, 2, 18, 22, 56, 57, 261000), 'purchase', '美式酥炸洋蔥圈']","[208267315652, datetime.datetime(2024, 2, 18, 22, 56, 57, 261000), 'purchase', '義式莫札瑞拉香濃起士棒']","[208267315652, datetime.datetime(2024, 2, 18, 22, 56, 57, 261000), 'purchase', '美國特選五花牛肉片']","[208267315652, datetime.datetime(2024, 2, 18, 22, 56, 57, 261000), 'purchase', '黃金酥炸魷魚條']","[208267315652, datetime.datetime(2024, 2, 18, 22, 56, 57, 261000), 'purchase', '金山脆皮紅薯地瓜條']","[208267315652, datetime.datetime(2024, 2, 18, 22, 56, 57, 261000), 'purchase', '黃金脆皮地瓜薯條']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[211420804963, datetime.datetime(2024, 3, 26, 10, 40, 6, 328000), 'load', '美澳紐超值福利牛肉']","[211420804963, datetime.datetime(2024, 3, 26, 10, 58, 17, 711000), 'purchase', '美澳紐超值福利牛肉']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[204543973799, datetime.datetime(2024, 1, 6, 20, 27, 26, 661000), 'load', '醬漬一口鮑單入自由選']","[204543973799, datetime.datetime(2024, 1, 6, 20, 28, 57, 948000), 'load', '醬漬一口鮑單入自由選']","[204543973799, datetime.datetime(2024, 1, 6, 20, 34, 19, 941000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[209663199500, datetime.datetime(2024, 3, 6, 2, 26, 41, 40000), 'load', '豪氣食堂台式芋頭炊粉湯']","[209663199500, datetime.datetime(2024, 3, 6, 2, 31, 48, 456000), 'load', '豪氣食堂台式芋頭炊粉湯']","[209663199500, datetime.datetime(2024, 3, 6, 2, 46, 19, 979000), 'purchase', '豪氣食堂台式芋頭炊粉湯']","[209663199500, datetime.datetime(2024, 3, 6, 2, 46, 19, 979000), 'purchase', '澎湖野生海菜']","[209663199500, datetime.datetime(2024, 3, 6, 2, 46, 19, 979000), 'purchase', '韓式辣肉燥拌醬']","[209663199500, datetime.datetime(2024, 3, 6, 2, 46, 19, 105000), 'purchase', '豪氣食堂台式芋頭炊粉湯']","[209663199500, datetime.datetime(2024, 3, 6, 2, 46, 19, 105000), 'purchase', '澎湖野生海菜']","[209663199500, datetime.datetime(2024, 3, 6, 2, 46, 19, 105000), 'purchase', '韓式辣肉燥拌醬']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[208501503834, datetime.datetime(2024, 2, 21, 15, 45, 11, 653000), 'load', '豪氣食堂台式芋頭炊粉湯']","[208501503834, datetime.datetime(2024, 2, 21, 15, 46, 56, 59000), 'load', '豪氣食堂台式芋頭炊粉湯']","[208501503834, datetime.datetime(2024, 2, 21, 15, 50, 51, 838000), 'purchase', '豪氣食堂台式芋頭炊粉湯']","[208501503834, datetime.datetime(2024, 2, 21, 15, 53, 11, 29000), 'purchase', '豪氣食堂台式芋頭炊粉湯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[209536205172, datetime.datetime(2024, 3, 4, 15, 10, 8, 526000), 'load', '義式莫札瑞拉香濃起士棒']","[209536205172, datetime.datetime(2024, 3, 4, 15, 11, 33, 303000), 'purchase', '義式莫札瑞拉香濃起士棒']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[211076425930, datetime.datetime(2024, 3, 22, 11, 0, 29, 582000), 'load', '美澳紐超值福利牛肉']","[211076425930, datetime.datetime(2024, 3, 22, 11, 32, 3, 378000), 'load', '日本A5和牛漢堡排單入任選']","[211076425930, datetime.datetime(2024, 3, 22, 11, 32, 31, 342000), 'load', '日本A5和牛漢堡排(2入)']","[211076425930, datetime.datetime(2024, 3, 22, 11, 36, 29, 35000), 'purchase', '日本A5和牛漢堡排(2入)']","[211076425930, datetime.datetime(2024, 3, 22, 11, 36, 29, 35000), 'purchase', '日本A5和牛漢堡排單入任選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[209546888043, datetime.datetime(2024, 3, 4, 18, 8, 9, 206000), 'load', '冰鮮空運鮭魚生魚片']","[209546888043, datetime.datetime(2024, 3, 4, 18, 10, 2, 101000), 'load', '冰鮮空運鮭魚生魚片']","[209546888043, datetime.datetime(2024, 3, 4, 18, 11, 55, 361000), 'load', '冰鮮極品生魚片12入自由選']","[209546888043, datetime.datetime(2024, 3, 4, 21, 21, 14, 535000), 'purchase', '冰鮮空運鮭魚生魚片']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[206436891902, datetime.datetime(2024, 1, 28, 18, 14, 53, 218000), 'load', '豪氣食堂台式芋頭炊粉湯']","[206436891902, datetime.datetime(2024, 1, 28, 18, 15, 46, 365000), 'load', '豪氣食堂台式芋頭炊粉湯']","[206436891902, datetime.datetime(2024, 1, 28, 18, 27, 16, 518000), 'purchase', '豪氣食堂台式芋頭炊粉湯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[200572816822, datetime.datetime(2023, 11, 21, 21, 20, 17, 955000), 'load', '總統級超厚霜降牛排21oz']","[200572816822, datetime.datetime(2023, 11, 21, 21, 26, 38, 138000), 'purchase', '總統級超厚霜降牛排21oz']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[203609083788, datetime.datetime(2023, 12, 27, 0, 44, 44, 792000), 'load', '古早味醬醃鮮蛤蜊']","[203609083788, datetime.datetime(2023, 12, 27, 0, 46, 28, 867000), 'purchase', '古早味醬醃鮮蛤蜊']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese specialty enthusiast,"[207049640463, datetime.datetime(2024, 2, 4, 20, 27, 22, 298000), 'load', '東北角燈捕野生鮮凍小卷']","[207049640463, datetime.datetime(2024, 2, 4, 20, 49, 9, 375000), 'load', '一口炙燒烏魚子']","[207049640463, datetime.datetime(2024, 2, 4, 21, 1, 16, 566000), 'purchase', '一口炙燒烏魚子']","[207049640463, datetime.datetime(2024, 2, 4, 21, 1, 16, 566000), 'purchase', '特A級日本栗香地瓜']","[207049640463, datetime.datetime(2024, 2, 4, 21, 1, 16, 566000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[206141206865, datetime.datetime(2024, 1, 25, 8, 6, 51, 546000), 'load', '特選鮮採大湖草莓']","[206141206865, datetime.datetime(2024, 1, 25, 8, 7, 29, 461000), 'load', '美國頂級無骨牛小排']","[206141206865, datetime.datetime(2024, 1, 25, 8, 15, 5, 513000), 'purchase', '美國頂級無骨牛小排']","[206141206865, datetime.datetime(2024, 1, 25, 8, 15, 5, 513000), 'purchase', '香酥雞腿排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[205719137981, datetime.datetime(2024, 1, 20, 10, 52, 19, 624000), 'load', '醬漬一口鮑單入自由選']","[205719137981, datetime.datetime(2024, 1, 20, 10, 53, 9, 196000), 'load', '醬漬一口鮑單入自由選']","[205719137981, datetime.datetime(2024, 1, 20, 10, 56, 14, 649000), 'load', '宜蘭招牌西魯肉']","[205719137981, datetime.datetime(2024, 1, 20, 11, 8, 9, 221000), 'purchase', '宜蘭招牌西魯肉']","[205719137981, datetime.datetime(2024, 1, 20, 11, 8, 9, 221000), 'purchase', '食養時養-鹹蜆仔']","[205719137981, datetime.datetime(2024, 1, 20, 11, 8, 9, 221000), 'purchase', '古早味醬醃鮮蛤蜊']","[205719137981, datetime.datetime(2024, 1, 20, 11, 8, 9, 221000), 'purchase', '打寶蛤-古早味手工醃黑蜆']","[205719137981, datetime.datetime(2024, 1, 20, 11, 8, 9, 221000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[201493658276, datetime.datetime(2023, 12, 2, 13, 7, 42, 476000), 'load', '橙蜜香小蕃茄']","[201493658276, datetime.datetime(2023, 12, 2, 13, 9, 48, 334000), 'load', '甜蜜蜜砂糖橘']","[201493658276, datetime.datetime(2023, 12, 2, 13, 14, 45, 347000), 'purchase', '橙蜜香小蕃茄']","[201493658276, datetime.datetime(2023, 12, 2, 13, 14, 45, 347000), 'purchase', '甜蜜蜜砂糖橘']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[210663033084, datetime.datetime(2024, 3, 17, 16, 10, 33, 998000), 'load', '福利超值雞腿丁']","[210663033084, datetime.datetime(2024, 3, 17, 16, 15, 28, 883000), 'purchase', '福利超值雞腿丁']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[202699901413, datetime.datetime(2023, 12, 16, 12, 11, 42, 523000), 'load', '鮮採特選帝王柑']","[202699901413, datetime.datetime(2023, 12, 16, 12, 13, 3, 471000), 'purchase', '鮮採特選帝王柑']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[208444228892, datetime.datetime(2024, 2, 20, 23, 51, 3, 492000), 'load', '川味椒麻海瓜子']","[208444228892, datetime.datetime(2024, 2, 20, 23, 56, 38, 408000), 'purchase', '川味椒麻海瓜子']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[205571948188, datetime.datetime(2024, 1, 18, 17, 59, 9, 167000), 'load', '老饕級冠軍牛奶蜜棗']","[205571948188, datetime.datetime(2024, 1, 18, 18, 3, 22, 684000), 'purchase', '老饕級冠軍牛奶蜜棗']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese specialty enthusiast,"[209776767286, datetime.datetime(2024, 3, 7, 10, 1, 29, 69000), 'load', '醬漬一口鮑單入自由選']","[209776767286, datetime.datetime(2024, 3, 7, 10, 2, 32, 235000), 'load', '日式梅花燒肉片']","[209776767286, datetime.datetime(2024, 3, 7, 10, 4, 43, 246000), 'purchase', '日式梅花燒肉片']","[209776767286, datetime.datetime(2024, 3, 7, 10, 4, 43, 246000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[204385186939, datetime.datetime(2024, 1, 5, 0, 19, 49, 827000), 'load', '喜迎春富賀歲宴']","[204385186939, datetime.datetime(2024, 1, 5, 0, 21, 33, 369000), 'load', '喜迎春富賀歲宴']","[204385186939, datetime.datetime(2024, 1, 5, 0, 23, 18, 791000), 'load', '喜迎春富賀歲宴']","[204385186939, datetime.datetime(2024, 1, 5, 0, 26, 1, 309000), 'load', '鴻運納財迎春宴']","[204385186939, datetime.datetime(2024, 1, 5, 0, 26, 59, 682000), 'load', '豐禾小團聚']","[204385186939, datetime.datetime(2024, 1, 5, 0, 27, 41, 371000), 'load', '輕采養生藜麥毛豆']","[204385186939, datetime.datetime(2024, 1, 5, 0, 34, 19, 522000), 'purchase', '喜迎春富賀歲宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
